event_name,gem_level,moves,damage,time_remaining
lost_in_time,1,c00c01c02c10c11c03r10c12r00r01c20t21c21r11c04c30s00c31c13c05c22r20r02c14c23c06c32c33c15c16c24c40s01c50r03c51t20c07c52t21r30c08r12c60t61c61c62c09c63c64c25t60c65t61c66r21t60c67s02c34t61c35c17c26c36c18t20s03s04c53c19c41d00c54c27t60c55c37t61d01c56c42c57c43t21c38t60c44c58t20c59c39c45c46d02t21t61d03t60d04t51c47t20t61c48c49t21c70c71c72t20c73c74c75c76t11c77t60c78t01c79t31t61d05w00,11234889889,9622
lost_in_time,1,c00c01c02c10c11c03r10c12c20t21c21r00r01r11c04c30c31c13s00c22c05r20r02c32c33c06c23c14c24c15c40c50c51c07c08c09r03s01t20c52t21r30c16t61r12c60c61c62c63c64c25t60c65t61c66r21t60s02t61c67t20c34c26s03s04t21c35t20t60c36c37t61c17c38c39c18c19c53c54t60c55t61c56c57t21t60c58c41c59c42t20c43c44d00c45c46d01t21d02t61d03d04t51c47t20d05c48c49t21c70t20c71c72c73c74t11c75t31c76t60c77c78t01c79c27w00,11295463382,10094
lost_in_time,1,c00c01c02c10c11c03r10c12c20t21c21r11r00r01c04c30c31c13s00c22c05r20r02c32c33c06c23c14c24c15c40c50c51s01t20r30c07r03c52c08c16t21c60c61t61c62c63t20c64t60c09c65t61c25r21t60c66t21c34t61c35t60c36s02t61c17r12c26t20c18s03s04t21c19c67t60c37t20t61c38c39c53c54c27t60c55t61c56t60c57c58t21c41c59c42c43c44d00d01c45t61c46d02t20d03d04d05t51t60c47t61c48c49t21c70t11t20c71c72c73t10c74t11t31c75c76t60c77c78t01c79w00,11270823672,9902
lost_in_time,1,c00c01c02c10c11c03r10c12c20t21c21r00r01r11c04c30c31c13s00c22c05r20r02c32c33c06c23c14c24c15c40c50c51c07c08c09r03s01t20c52t21r30c16r12c60t61c61c62c63c64c25t60c65t61c66r21t60s02t61c67t20c34c26c17s03s04t21c35c18c36c19t60c53t20c41c37t61c38c39c54c27c55c42c56t60c57c58d00c43c44c59t21d01t20c45c46d02t51d03t21d04t61c47t20c48c49t21c70c71c72c73t20c74t21c75c76t60c77t11t20c78t01c79t31t61d05w00,11320414105,10288
lost_in_time,1,c00c01c02c10c11c03r10c12r00r01c20t21c21c04r11c30s00c31c13c05c22r20r02c32c33c06c23c14c24c15c40c50c51r03s01t20r30c07c52c08t61r12t21c60c61c62c09c16c63c64r21t60c65c66c25c34t61c35c36t60s02t61c17c26c18t20c67s03t60s04c37t61c38c39c53c27c19c54c55c56c57c41c42c43t60c44d00t21c45t20c46c47d01c48c49t61d02t21d03t60d04d05c58t51c59t61c70t11c71t20c72t21c73c74c75t31c76t20t60c77c78t01c79w00,11270884750,9902
lost_in_time,1,c00c01c02c10c11c03r10c12c20t21c21r00r01r11c04c30c31c13s00c22c05r20r02c32c33c06c23c14c24c15c40c50c51c07c08c09c16r03s01t20c52t21r30r12c60t61c61c62c63c64c25t60c65t61c66r21t60c67t20s02t61c34c17c26s03s04t21c35c18c36c19c27c53c54t20t60c55t61c56c57t60c37c58c38c39c41c59c42c43c44d00c45t21d01c46d02t51d03d04t61c47t20c48c49c70c71c72t21c73c74t20c75c76t11c77t60c78t01c79t31t61d05w00,11292073590,10068
lost_in_time,1,c00c01c02c10c11c03r10c12r00r01c20t21c21r11c04c30s00c31c13c05c22r20r02c14c23c06c32c33c15c16c24c40s01c50r03c51t20c07c52r30t21c08r12c60t61c61c62c09c63c64t60c25c65t61c66r21t60c67s02t20t61c17c34c18s03s04t21c35c36t20c26c19c41t60c37t61c38c39c27c53c54c55c56c57c42t21c43c44d00d01t60c45c46c47t20c48c49d02c58c59d03t21t51d04t61c70t20c71c72t21c73t20c74c75t21c76t11t20t60c77c78t01c79t31t61d05w00,11278787726,9964
lost_in_time,1,c00c01c02c10c11c03r10c12c20t21c21r00r01r11c04c30c31c13s00c22c05r20r02c14c23c06c32c33c15c16c24c40s01c50c51t20r30c07c52t21c34c08c60c61c62t61r03t20c63c64c09c25t60c65t61c66t21r21c35t20c36t60s02t61c17r12t21c26s03t20c18s04c67c19t60c37t61c38c39c53c54c27c55c56c57c41c42c43t60c44d00c45c46c47c48c49d01t21t61d02t20d03t60d04d05t21c58t51c59t61c70t11t20c71c72c73t21c74c75t31c76t20t60c77c78t01c79w00,11260076888,9818
lost_in_time,1,c00c01c02c10c11c03r10c12c20t21c21r00r01r11c04c30c31c13s00c22c05r20r02c32c33c06c23c14c24c15c40c50c51c07c08c09r03s01t20c52t21r30c16r12c60c61c62t61c63c64c25t60c65t61c66r21t60s02t61c67t20c34c17c18s03s04t21c35t60c36c37t20t61c38c39c19c53c41d00c26c54t21c27t60c55t61d01c42c43c56c44t60d02t20t61d03t60c45c46c47d04c48c49c70c57c58t51t61c59c71c72t21c73t20c74c75t21c76t11t20t60c77c78t01c79t31t61d05w00,11220329845,9509
lost_in_time,1,c00c01c02c10c11c03r10c12c20t21c21r00r01r11c04c30c31c13s00c22c05r20r02c32c33c06c23c14c24c15c40c50c51c07c08c09r03s01t20c52t21r30c16r12c60t61c61c62c63c64c25t60c65t61c66r21t60s02t61c67t20c34c17c26s03s04t21c35c18c36c19t60c41c37t20t61c38c39c53c27c54c55c56c57c42t60c58d00c43t21c44c59d01t20c45c46t21d02d03t51t61d04t60c47t20t61c48c49t21c70t11t20c71c72c73t10c74c75t21c76t11t20t60c77c78t01c79t31t61d05w00,11326132879,10333
lost_in_time,1,c00c01c02c10c11c03r10c12c20t21c21r00r01r11c04c30c31c13s00c22c05r20r02c14c23c06c32c33c15c16c24c40s01c50r03c51t20c07c52t21r30c08r12c60t61c61c62c09c63c64c25t60c65t61c66r21t60c67s02c34t61c35c26c36c17c18t20s03s04c53c19c41c27t60c37t61c38c39c54c55c42c56c57c43c44d00t60d01t21c45c46c58c59t20d02d03t51d04c47t61c48c49t21c70t20c71c72c73c74t21c75c76t60c77t11t20c78t01c79t31t61d05w00,11266014158,9865
lost_in_time,1,c00c01c02c10c11c03r10c12c20t21c21r00r01r11c04c30c31c13s00c22c05r20r02c32c33c06c23c14c24c15c40c50c51c07c08c09r03s01t20c52t21r30c16r12c60c61t61c62c63c64c25t60c65t61c66r21t60s02t61c67c17t20c34c26s03s04t21c35c36c18c19t60c53t20c41t61c37c38c39c54c27c55c42c56c57c43c44d00d01t60c45t21c46c47t20c48c49d02t61d03t21d04d05c58t11t20t51t60c59t10t21t61c70t11t20c71c72c73t21c74t20t31c75t10c76t11t60c77c78t01c79w00,11297383340,10109
lost_in_time,1,c00c01c02c10c11c03r10c12r00r01c20t21c21c04r11c05c30c31c13s00c22r20c14r02c32c33c23c15c16c24c06c40s01c50c07c08c09c51t20c52t21r30r03r12c60t61c61c62c63t60c64c65c66t61c25r21t60c67s02t61c34c35c36c17c26t20s03s04t60c53c41c37t61c38c39c18c19c54c27c55c42c56c57t60c58c43t21c44c59d00d01t20c45c46d02t51d03t21t61d04t60c47t20c48t61c49t21c70t20c71c72c73t21c74t11t20c75c76t60c77c78t01c79t31t61d05w00,11277115874,9951
lost_in_time,1,c00c01c02c10c11c03r10c12r00r01c20t21c21c04r11c30s00c31c13c05c22r20r02c32c33c14c23c06c24c15c40c50c51c07c08c09r03s01t20c52t21r30c16r12c60t61c61c62c63c64c25t60c65t61c66r21t60s02t61c67t20c34c17c18s03s04t21c35c36c19t60c37t61c38c39c41c53c54c26t20c27t60c55t61c56t60c57c58c59c42c43c44d00d01c45c46d02d03t21t51d04t61c47t20c48c49t21c70t20c71c72c73c74c75t21c76t11t20t60c77c78t01c79t31t61d05w00,11316406329,10257
lost_in_time,1,c00c01c02c10c11c03r10c12c20t21c21r00r01r11c04c30c31c13s00c22c05r20r02c32c33c06c23c14c24c15c40c50c51c07c16r03s01t20c52r30t21c08c17c60t61c61c62t20c09c63c64t60c25c65c66t21r12t61r21t60s02t61c67t20c26c34s03s04t21c18c35c36c19t60c41c37t61c38c39c53c27d00d01c54t60c55t20c42c43c44c45t61c46t60c47c48t61c49c56t60c57d02c58c59t51t61d03t21d04c70c71c72c73t20c74c75t21c76t60c77t11t20c78t01c79t31t61d05w00,11276301271,9945
lost_in_time,1,c00c01c02c10c11c03r10c12c20t21c21r00r01r11c04c30c31c13s00c22c05r20r02c14c23c06c32c33c15c16c24c40s01c50r03c51t20c07c52r30t21c08r12c60c61c62t61c09c63t60c64c25c65t61c66r21t60c67t20s02t61c34c17c26s03s04t21c35t20c18c36c19c41c27t60c37t61c38c39c53c54t60c55t61c42c43c56c57c44t60d00d01t21c45t20c46c47c48c49t21d02t20c58c59t51d03t21t61d04t20c70c71c72t21c73c74c75c76t11t20t60c77c78t01c79t31t61d05w00,11288756082,10042
lost_in_time,1,c00c01c02c10c11c03r10c12c20t21c21r00r01r11c04c30c31c13s00c22c05r20r02c14c23c06c32c33c15c16c24c40s01c50c07c08c09c51t20c52t21r30r03r12c60t61c61c62c63t60c64c65t61c66c25r21t60c67s02t61c17t20c34c26s03s04c35c36c18c19c27c53c54t60c55t21t61c56t20c57t60c37t61c58c38t60c39c41c42c43c44t21c45d00t20c46c47c48c49d01d02c59t51d03t21t61d04c70c71c72c73c74t20c75c76t11t60c77c78t01c79t31t61d05w00,11255038636,9779
lost_in_time,1,c00c01c02c10c11c03r10c12c20t21c21r00r01r11c04c30c31c13s00c22c05r20r02c32c33c06c23c14c24c15c40c50c51c07c08c09s01t20r30c52t21c16r03c60c61t61c62t20c63c64t60c65t61c25t21c66r21t60c34r12t61c35t60c36s02t61c17c26c18c67t20s03s04t60c37t61c38c39c19c53c54t60c55t61c27c56c57t60c58c41c59d00c42t21t61c43c44d01t60c45c46t61c47d02t20d03t51d04d05t21c70t20c71c72c73t21c74t11t20c75c76t60c77c78t01c79t31c48c49w00,11283734083,10003
other_tower,0,c00c01c02c10c03c11r00r10c12c04r01c13r11c20s00c14c21c30c31c05c06r20c07r12r13c15c16r02r03c32c33c34c40c17c41r04c18c35c36c37s01c22s02c08s03c23c09r14r21c38c50c51c52c53c54c24c55d00c56c57c58d01c59c25d02c42c43c26c27c28c44c45c46c47c48c49c39c29s04c19d03r22w00,368149143320,14553
sid_in_space,0,c00c01c02c10c11c03r10c12r00c13r01r11c04c20c14s00c30c21c31r20c15c16r12c32c33r02c40c41c17c05c06c07c50c51s01c52c34c35c18c19c36r21r22s02c53c54r03c55c56c57d00c58s03d01c37r04c59s04c22c23d02c24c25d03c42c26c43c44c45c27c28c29c46r13c47c48c49c38c39c08c09r30r31w00,5021338740497,383
happy_time,0,c00c10c11c12c20c13r10c21r00c14c22c23r01r11c30s00c24c31c40c41c42c15c16r20c17r12c43r02c50c25c26r03c32c33c51c60c61c01c34s01d00c62c18c19c44c45r21c63c64s02c65s03s04c02r30d01c46c47c03c04c05c06c66c48c35c36c37d02d03c52c53c54c55c38c56c57c39c67c27c28d04d05c07c08c09c58c59c68c69c29c49w00,5200199222,3039
aqua_adventure,0,c00c01c02c10c03c11r10c12c13c04r00r01r11c20c14s00c05c21c30c31r20c32c33d00r12c15c16r02c06c40c17c34s01r30c50c51c07c22c52c53c54r21c23c08c09r03c35c18c19c36d01s02c24s03s04c55c56c57c58c60c70c71c72c73d02d03d04d05c25c59c41c37c38c26c39c42c43c44c45c46c47c48c49c27c28c29c61c62c63c64c65c66c67c68c69w00,1020209899863,1192
lost_in_time,0,c00c01c02c10c11c03r10c12c20t21c21r00c04r01r11c05c30c13c31s00c22c14r20r02c06c32c33c23c15c16c24c40s01c50c51t20c52t21r30c07c34r12c60c61c62t61c63c64t60c65t61c66c25c08r21c09c67c35t60s02t61r03c36c17t20c26s03t60s04c53c41c37t61c18c38c39c19c54c55c56c42c57c43c44d00t60c45c46c47d01c48c49d02d03t21t61d04d05c58t11t51c59t10c70t11t20c71c72c73t10c74c75t31c76t11t60c77c78t01c79c27w00,8581373815,-11054
through_the_portal,0,c00c01c02c10c03c11r10c12r00c04r01c13c20c21c14c22c23s00c24c05c30c31c15r20c32c33c25c26c27r30c40c41c42r21c43c34c28c29s01s02c35c06s03s04c16c07c08r02c44c09c17r03c36c37c50c60c61c62t41c63t40c64c65d00c66z00z01c67c68t11d01t10d02d03c70c71c72c73t11c74c75t10c51d04c76c77c52t41c53c54t40c55c56c57c58z02z03z04c45d05c78c18c38r11r12c39c19c46c47c48c49w00,182647429,-8676
other_tower,1,c00c01c02c10c03c11r00r10c12c04c13r01r11c20s00c14c21c30c31r20c05c06c07r12r13r02r03c15c16c32c33c34c40c17c41s01r04c22c23s02s03c35c36c18c37c24c08c25c09d00r14r21c50c51c52c38c53c54c55c56c57c58c59d01d02c26c42c43c27c28c44c45c46c47c48c49s04d03c39c29c19r22w00,474264874330,32953
sid_in_space,1,c00c01c02c10c11c03r10c12r00c13c04r01r11c20c14s00c30c21c31r20c15c16r12c32c33c40c05c06c07c17r02c41c50c51r03c52s01c18c34c19c35c36r21r04r22s02c53c54c55c56c57d00s03c58c37d01r13c59s04d02c22c42d03c43c44c45c46c47c48c49c23c38c39c24c25c26c27c28c29c08c09r30r31w00,6408015155008,25336
happy_time,1,c00c10c11c12c20c13r00r10c21c14c22c23r01r11c30s00c31c01c40c41c42c15r20c16r12c17c24r02c50c43c25c60c61c26r03c62c51s01c44d00c18c19c32c33r30r21c34c45c02c03s02c04c05s03s04c63c46c47d01c06c64c65c66c48d02c35c36c52d03c53c37c38c54c39c55c56c57c67c27c28c68d04d05c07c08c49c58c09c59c69c29w00,6819171358,26755
aqua_adventure,1,c00c01c02c10c03c11r10c12r00c04r01c13r11c20s00c05c21c30c31r20c14c32r12c33d00r02c40c15c16c06r03c17c50c51c07c08c52c18s01c22c23r21c09c19c53c54c34c35c36r30s02s03s04c55c56c57c58c24c60c70c71c72c73d01d02c37d03c59d04d05c41c38c42c43c44c45c25c26c39c46c47c48c49c61c62c63c27c64c65c66c28c29c67c68c69w00,1510904585746,29244
lost_in_time,1,c00c01c02c10c11c03r10c12r00r01c20t21c21r11c04c30s00c31c13c05c22r20r02c32c33c06c23c14c24c15c40c50c51c07c08c09r03s01t20c52t21r30c16r12c60c61t61c62c63t60c64c65t61c66r21t60c25s02t61c67c34c35c26t20c36c17s03t60s04c37t61c38c39c53c41c18c54c27t60c55c19t61c42c56c57c43c44d00t60d01t21c45c46t20c47c48c49t61d02d03t60d04t21d05c58t51c59t61c70t11t20c71c72c73t21c74c75t31c76t20t60c77c78t01c79w00,11281376048,9984
through_the_portal,1,c00c01c02c10c03c11c12r10r00c04r01c13c20c21c22c23s00c05c24c30c14c15c31c25r20c26c32c33r30c27c40c41c06r21c42c07c08c09c34c28c29r11s01c43s02r02s03s04r03c35c16c44c17r12c36t41c37c50c51c52c53t40c54c55c56c57c58d00d01d02c60c61c62c63t41c64t11t40c65t10c66z00t11d03c67c68z01t10c70c71c72c73t11c74c75t10d04c76c77z02z03z04d05t41c78t40c45c38c18c19c39c46c47c48c49w00,210041326,4408
other_tower,0,c00c01c02c10c03c11r10c12c04r00c13r01r11c20c14s00c21c05c06c30c31r20c15c16c07r02r12r13c32c33c34c40c17r03c41c18s01r04c22c23r14c08c09r21c50c51c52s02s03c35c24c36c37c25c38c42c43c44c45c46c47c48c49d00d01d02c53c54c55c56c57c58c59c26c27s04c28c39c29c19d03r22w00,307429274663,1527
happy_time,0,c00c10c11c12c20c13r10c21r00c14c22c23r01r11c30s00c24c31c01c40c41c42c15c16r20c17r12r02r03c43c25c50c26c32c51c33c60c61c34d00s01c62c18c19c44c45r21c63c64s02c65c02s03s04c03r30c04c05c46c66d01c47c06c48c35c36c37d02d03c52c53c54c55c38c56c57c39c67c27d04d05c07c08c09c28c58c59c68c69c29c49w00,5199024136,3019
aqua_adventure,0,c00c01c02c10c03c11r10c12c04r00r01c13r11c20c14s00c05c21c30c31r20c32c33d00r12c15c16r02c06c40c17c07c34r03c50c51c08s01c52c09c53c54r21c22c23c18c19c35c36r30c55c56c57c58s02s03s04c24c60c70c71c72c73c37d01d02d03c59d04d05c41c38c42c43c44c45c39c46c47c48c49c61c62c63c25c26c27c28c29c64c65c66c67c68c69w00,1024839953551,1470
lost_in_time,0,c00c01c02c10c11c03r10c12c20t21c21r00r01r11c04c05c30c13c31s00c22c14r20r02c06c32c33c23c15c16c24c40s01c50c51t20c52t21r30c07r12c08r03c60c61t61c62c63c64t60c09c65c66t61c25c67r21t60c34t61c35t60s02t61c36c53c17t20c41c18s03s04c19c26c27t60c37t61c38c39c42c43c54c55c56c57t60c44c58c45t21d00d01c46c47c48t20d02d03t21t51d04t20c59t61c49t21c70t20c71c72c73c74t11t31c75t21c76t20c77c78t01d05c79w00,8560981831,-12423
through_the_portal,0,c00c01c02c10c03c11r10c12r00c04r01c13c20c21c14c22c23s00c24c05c30c31c15r20c25c26c27c32c33r30c40c41c42r21c43c28c34r11c29s01c06s02c35c07c08s03s04c09c16r02c44r03c17c36t41r12c37c50c60c61t40c62c63c64c65d00c66z00t11z01c67c51c68d01d02t10d03c52c53c54c55c56c57c58c70c71c72c73c74t11c75t10c76c77d04z02z03z04c45d05c18c78c38c46c47c39c48c49c19w00,178454009,-10772
other_tower,1,c00c01c02c10c03c11r00r10c12c04c13r01r11c20s00c14c21c30c31r20c15c16r12c05c06c07r13c32r02c40c33r03c17c34c18c41s01c08c09c35c36c37r04c22s02s03c23c24c25d00r14r21c38c50c51c42c43c44c45c46c47c48c52d01c49c53c54c55c56c57c58c59s04d02c26c27c28d03c39c29c19r22w00,422190181124,22570
