event_name,gem_level,moves,damage,time_remaining
happy_time,1,c00c10c11c12c20c13r00r10c21c14c22c23r01r11c30s00c31c01c40c41c42c15r20c16r12c17r02c50c43c24c25c60c61c26c18r03c62c51c19d00c44s01c32c33r30r21c34c45c02c03s02c04c05s03s04c27c46d01c47c06c48c52c53c54c63c64c65d02c35c36d03c37c38c39c28c55c56c57c66c67c07c08c49c68d04c09c58c59c69c29w00,6500099236,24511
through_the_portal,1,c00c01c02c10c03c11c12r10r00c04r01c20c13c21c14c15c22r20s00c05c30c31c23c24c32c33c25c26c27r30c40c41c06r21c42c07c34c28c29c08c09s01c43s02r02s03s04r03c35c16r11c44d00r12t41c17c36c37c50c60c61c62t40c63c64c65c51c66z00c67c68d01d02d03c52c53c54c55c56c57c58c70c71t11c72c73c74c75z01t10c76c77d04z02z03z04c45c18d05c38c46c39c47c48c49c19w00,211002835,5501
other_tower,0,c00c01c02c10c03c11r00r10c12c04r01c13r11c20s00c14c21c30c31c05c06r20c07r12r13c15c16r02r03c32c33c34c40c17c41r04c18c35c36c37s01c22s02c08s03c23c09r14r21c38c50c51c52c53c54c24c55d00c56c57c58d01c59c25d02c26c27c28c42c43c44c45c46c47c48c49c39c19s04c29r22w00,366637837062,14570
sid_in_space,0,c00c01c02c10c11c03r10c12r00c13r01r11c04c20c14s00c30c21c31r20c15c16r12c32c33c05c06c40c07c17c41r02c18d00s01c50c51r03c52c34c35c36c19r04c53c54c55r21s02c56c57c58r22s03d01c37r13c59s04c22d02d03c42c43c44c45c46c38c47c48c23c39c24c25c26c27c28c29c08c09r30r31w00,4690396861977,-6507
lost_in_time,0,c00c01c02c10c11c03r10c12r00r01c20c21t21c04r11c30s00c13c31c05c22c14r20r02c06c32c33c23c15c16c24c07c08c40s01c50c51c52r30c34c60c61c62c09t61c63c64c65c66r21r03d00t60c67r12c25c41s02c17c53t61c35c18c36c42t20c43s03c19c44d01c37c38c39c26t21t60c45c46t20c47c48c49d02d03t61d04c54c55c56c57t51c58c70c71c72t31t60c73c74t61c75c27t01c76t11c77c78w00,6620298346,-38425
through_the_portal,0,c00c01c02c10c03c11r10c12r00c04r01c13c20c21c14c22c23s00c24c05c30c31c15r20c32c33c25c26c27r30c40c41c42r21c43c06c34c28c07c29c08c09s01s02r11c35s03s04c16r02c44r03c17c36c37c50c60c70c71c72c73c61c74c75d00c62d01c76c77c63c64c65c66d02c67z00t11d03z01c51t10c68t41d04c52c53t40c54c55c56c57c58z02c18z03z04r12c38c45c46c47c48c39c49c19w00,174822516,-13987
other_tower,1,c00c01c02c10c03c11r00r10c12c04c13r01c20r11s00c14c21c30c31r20c05c06c07r12r13r02r03c15c16c32c33c34c40c17c41c18s01c35c36c37r04c22s02c08c09s03c23c24c25r14r21c38c50c51c52c53c54c55d00c56c57c58d01c59d02c42c43c44c45c46c47c48c49c26c27c39s04c28c29c19r22w00,464502366631,33829
sid_in_space,1,c00c01c02c10c11c03r10c12r00c13r01r11c04c20c14s00c30c21c31r20c15c16r12c32c33c40c05c06c07c17r02c41d00c50c51c52s01c18c34c19c35r03c36r21c53c54c55s02s03s04c37c38r04c42c43c44c45c46c47c48c49d01c56d02c57c58r22c22c23d03r13c59c39c24c25c26c27c28c29c08c09r30r31w00,5990320076216,17820
happy_time,1,c00c10c11c12c20c13r00r10c21c14c22c23r01r11c30s00c31c01c40c41c42c15r20c16r12c17r02c50c43c24c25c60c61c26r03c62c51s01c44d00c18c19c32c33r30r21c34c45c02c03s02c04c05s03s04c63c46c47d01c06c64c35c65c66c48c36d02c52d03c37c53c38c54c39c55c56c57c67c27d04d05c49c07c08c09c28c58c59c68c69c29w00,6828911563,26897
lost_in_time,1,c00c01c02c10c11c03r10c12r00r01c20t21c21c04r11c30s00c31c13c05c22r20r02c32c33c06c23c14c24c15c40c50c51c07s01r30c16c52c34c60c61t61c62c08r03c63c64c09c25r12r21t60c65c66s02c67c35t61d00c36c53t20c41c37s03c26c17c38c39c18c54c27c19c55c56c57c42c43c44d01t60d02d03c45c46c47t21c48d04c49t51c58c59t61c70t20c71c72c73c74t31c75c76t11c77c78t01w00,8954238023,-11034
through_the_portal,1,c00c01c02c10c03c11c12r10r00c04r01c20c13c21c14c15c22r20s00c05c30c31c23c24c32c33c25c26c27r30c40c41c06r21c28c07c08c29c09c42c34s01s02c43c16r02s03s04r03c35r11c44c17c36d00c37c50c60t41c61c62c63c64c65d01d02t40c51c66c52c53c54c55c56c57c58z00t11d03c67c68z01c70t10c71c72c73c74c75c76c77d04z02z03z04c45d05c46c47c48c49c18r12c38c19c39w00,206019722,3009
other_tower,0,c00c01c02c10c03c11r00r10c12c04r01c13r11c20s00c14c21c30c31c05c06r20c07r12r13c15c16r02r03c32c33c34c40c17c41r04c18c35c36c37s01c22s02c08s03c23c09r14r21c38c50c51c52c53c54c24c55d00c56c57c58d01c59c25d02c26c27c28c42c43c44c45c46c47c48c49c39c19s04r22c29w00,366382905812,14570
sid_in_space,0,c00c01c02c10c11c03r10c12r00c13r01r11c04c20c14s00c30c21c31r20c15c16r12c32c33c05c06c40c07c17c41r02c50c51s01c52c34c35c18c19c36r21r22s02c53c54r03c55c56c57d00c58s03d01c37r04c59s04c22c23d02c24d03c42c43c44c45c25c26c27c28c29c46r13c47c48c49c38c39c08c09r30r31w00,5022587002394,406
through_the_portal,0,c00c01c02c10c03c11r10c12r00c04r01c13c20c21c14c22c23s00c24c05c30c31c15r20c32c33c25c26c27c06r30c40c41c42r21c07c08c34c09c28c29s01c43s02c35c16s03s04r11r02c44r03c17c36c37c50d00t41c60c61c62c63t40c64c65c66z00t11z01c67c51c68d01d02d03t10c52c53c54c55c56c57c58c70c71c72c73c74c75c76c77d04z02z03z04c45c18r12c46c47c48c49c38c39c19w00,175791035,-13449
other_tower,1,c00c01c02c10c03c11r00r10c12c04c13r01r11c20s00c14c21c30c31r20c05c06c07r12r13r02r03c15c16c32c33c34c40c17c41s01r04c22c23s02s03c35c36c18c37c08d00r14c09r21c38c50c51c42c43c44c45c24c46c47c48c52d01c49c53c54c55c56c57c58c59s04c25d02c39c26c27c28c29c19r22w00,413726032876,23387
sid_in_space,1,c00c01c02c10c11c03r10c12r00c13r01r11c04c20c14s00c30c21c31r20c15c16r12c32c33c40c05c06c07c17r02c41d00c50c51c52s01c18c34c19c35r03c36r21c53c54c55s02s03s04c37c38r04c42c43c44c45c46c47c48c49d01c56d02c57c58r22c22c23d03c59r13c39c24c25c26c27c28c29c08c09r30r31w00,5990320076216,17820
happy_time,1,c00c10c11c12c20c13r00r10c21c14c22c23r01r11c30s00c31c40c41c42c24r20r12c15c16c17c43c50r02c25c26c60c61c01r03c62c51s01c18c44d00c19c32c33r30c34r21c45c02c03s02c04c05c27s03s04c46d01c47c06c63c64c35c65c66c36c48c37d02c52c53d03c38c54c55c56c57c39c67c68d04c49c07c08c09c28c58c59c29w00,6405308653,24461
through_the_portal,1,c00c01c02c10c03c11c12r10r00c04r01c20c13c21c14c15c22c23r20s00c05c24c30c31c25c26c27c32c33r30c06c40c41c42r21r11c34c28c29s01c07c08c09c43s02c35s03s04r02r03c16c17c44r12c36c50c60c61c62c63c64c65d00c66z00z01c67c68t11d01d02d03c51c52t10c53c54c55c56c57c58c70c71c72c73c74c75c76c77d04z02c37z03z04c45d05c38c46c47c48c49c39c18c19w00,210346056,5173
other_tower,0,c00c01c02c10c03c11r00r10c12c04c13r01r11c20s00c14c21c05c06c30c31c07c15r20c16r02r12r13c32r03c33c34c22c40c17c41c18s01c35c23c36c37r04s02c08s03c09c24d00r21c38c50c51c52r14c53c54c55c56c57c58d01c59c25d02c26c27c28c42c43c44c45c46c47c48c49c39c19r22c29s04w00,363222698571,14431
sid_in_space,0,c00c01c02c10c11c03r10c12r00c13r01r11c04c20c14s00c30c21c31r20c15c16r12c32c33c05c06c40c07c17c41r02d00c50c51r03s01c52c34c35c18c19r04c36c53c54r21c55s02c56c57c58s03d01d02c37c42c08c09c43c44c45c46c47c48c49c38d03s04r22c22c23c39c24c25c26c27c28c29r13r30r31w00,3925100936692,-27627
other_tower,0,c00c01c02c10c03c11r00r10c12c04r01c13r11c20s00c14c21c30c31c05c06r20c07r12r13c15c16r02r03c32c33c34c40c17c41r04c18c35c36c37s01c22s02c08s03c23c09r14r21c38c50c51c52c53c54c24c55d00c56c57c58d01c59c25d02c26c27c28c42c43c44c45c46c47c48c49c39c19s04r22c29w00,366382905812,14570
sid_in_space,0,c00c01c02c10c11c03r10c12r00c13c04r01r11c20c14s00c30c21c31r20c15c16r12c32c33c05c06c40c07c17c41r02d00c50c51r03s01c52c34c35c18c19r04c36c53c54r21c55s02c56c57c58s03r22c37d01r13c59s04d02d03c42c43c44c45c46c38c47c48c22c23c39c24c25c26c27c28c29c08c09r30r31w00,4689739063370,-6521
happy_time,0,c00c10c11c12c20c13r10c21r00c14c22c23r01r11c30s00c24c31c01c40c41c42c15c16r20c17r12r02r03c43c25c50c26c32c51c33c60c61c34d00s01c62c18c19c27c44c45r30c02r21c03c46c04c05c47c48s02d01c63c64c06s03c65c52s04c53c66d02c54c35c36c55c56c57c67d03c37c38c39c07c49c08c28c68d04c58c59c29w00,4825837927,-3243
aqua_adventure,0,c00c01c02c10c03c11r10c12c04c13r00r01r11c20c14s00c05c21c30c31r20c32c33d00r12c15c16r02c06c40c17c07c50c51r03s01c52r21c53c54c22c23c34c35c08c09c18c19c36c41r30c60s02c55c24c56c57c58d01d02d03s03c70c71d04c72c25c42c37c43c38c26c44c45c46c61c47c39c48c49c62c63c64c65c66c67c27c68c28c29w00,585293824549,-41581
lost_in_time,0,c00c01c02c10c11c03r10c12c20t21c21r00c04r01r11c05c30c13c31s00c22c14r20r02c06c32c33c23c24c15c40s01c50c51r30c07c52c34c16r12c60c61t61c62c08c63c64c09c25r21t60c65c66c67s02r03c17c53c35c36t61c41c37c38c39c26c18t20c54c19c55s03c42c43c56c57c58d00c44t21c45t60c46c47d01t20c48c49d02d03t51d04c59c70t61c71c72c73c74t31c75t21c76t11t20c77c78t01c27w00,6961745973,-32058
through_the_portal,0,c00c01c02c10c03c11r10c12r00c04r01c13c20c21c14c22c23c15s00r20c05c24c30c31c25c26c27c06c32c33r30c07c40c41c42r21c28c08c29c09s01c34c43s02c16c35r02s03s04d00r03c17c36c37c44c50c60c61c62c63c64c65c66z00z01c67c68d01d02d03c51c52c53t11t41c54c55t40c56c57c58c70t10c71c72c73c74c75c76c77d04z02z03z04c18r11c38c39c45c46c47c48r12c49c19w00,174362829,-14242
other_tower,1,c00c01c02c10c03c11r00r10c12c04c13r01r11c20s00c14c21c30c31r20c05c06c07r12r13r02r03c15c16c32c33c34c40c17c41s01r04c22c23s02s03c08c35c18c36c37c09d00r14r21c24c50c51c52c38c53c54c55c56c57c58d01c59c25d02c26c42c43c27c28c44c45c46c47c48c49c39c29s04c19r22w00,464940055399,33924
sid_in_space,1,c00c01c02c10c11c03r10c12r00c13r01r11c04c20c14s00c30c21c31r20c15c16r12c32c33c40c05c06c07c17c41c50c51d00c52s01r02c18c34c19c35r03c36r21r04r22s02r13c53c54c55c56c57c58s03d01c59c37s04c22c23d02c24c25c26d03c27c28c42c43c44c45c29c46c47c48c49c38c39c08c09r30r31w00,6351497814498,24319
happy_time,1,c00c10c11c12c20c13r00r10c21c14c22c23r01r11c30s00c31c01c40c41c42c15r20c16r12c17c24c43c50r02c25c26c60c61r03c62d00s01c18c44c19c32c33r30c34r21c45c46c27c02c03c47c48s02c04c05c06d01s03s04c63c35c36c37c38c39c64c65c51d02c52d03c53c28c54c55c56c57c66c67c07c08c09d04c68c49c58c59c69c29w00,6427078194,23318
lost_in_time,0,c00c01c02c10c11c03r10c12c20t21c21r00c04r01r11c05c30c13c31s00c22c14r20r02c06c32c33c23c24c07c15c34c16c40s01c50c51c52r30r03r12c08c60c61t61c62c63c64c65c66c09c67r21d00c35t60c36c25c41s02c37c26t61c17c38c39c53d01c18c42c43s03c19c54t20c44c45c46c47t60d02d03c27d04c48t61c49c55c56t51c57t21c58c70c71t20c72c73c74t31c75c76t11c77c78t01w00,6796789300,-36418
lost_in_time,1,c00c01c02c10c11c03r10c12r00r01c20t21c21r11c04c30s00c31c13c05c22r20r02c32c33c06c23c14c24c15c40c50c51c07c08c09s01r30r03c52c16r12c60t61c61c62c63c64r21t60c65c25c66c67s02d00c34c26c35c36c37c17t61c53c41c18s03c19c42c43d01c38c54c44d02d03t20t60c45c46c47c27d04c48c49t61c55c56c57t21c58t51c70t20c71c72c73c74t31c75c76t11c77c78t01w00,8434775888,-18219
lost_in_time,0,c00c01c02c10c11c03r10c12r00r01c20c21t21c04r11c30s00c13c31c05c22c14r20r02c06c32c33c23c24c15c34c07c40s01c50c51c52r30c53c60t61c61c62c63c64r21c65c66c08c35c36c41d00c54t60c09c25s02d01c37t61c16t20r03c38c39c17c55c26s03r12c42c43c18c56c57c44t60c19c45c46c47c48c49c27d02d03t21d04c58t51c59t61c70t20c71c72c73c74t11t31c75t01c76c77c78c67w00,6752284358,-34268
lost_in_time,1,c00c01c02c10c11c03r10c12c20t21c21r00r01r11c04c30c31c13s00c22c05r20r02c14c23c06c32c33c15c16c24c40s01c50r03c51c07c34c52r30c08c17c60t61c61c62c09c63c64c25r21c65c66r12c35t60c67d00s02c53c26c18c36c41c54t61c55c19c42c43d01s03c37c38c39t20c56c57c44c58c45t60c46c47c48c49d02d03d04t51c59c70t61c71c72c73t31c74c75t21c76t11t20c77c78t01c27w00,8855936892,-12071
lost_in_time,0,c00c01c02c10c11c03r10c12r00r01c20t21c21c04r11c30s00c13c31c05c22c14r20r02c06c32c33c23c15c16c24c07c40s01c50c51c52r30c34r12c60c61t61c62c08c63c64c09c25t60c65c66c67c41d00s02r21c53r03c17c18c42c43c35t61c36c37t20c38c39c54c19d01c55s03c44c45c46c47t60c48c49d02t61d03d04c56c57c26c27t21c58t51c70t20c71c72c73c74t31c75t21c76t11t20c77c78t01w00,6675537729,-37797
lost_in_time,1,c00c01c02c10c11c03r10c12r00r01c20t21c21c04r11c30s00c31c13c05c22r20r02c32c33c14c23c06c24r12c40s01c50c51c07c08c09c15r30c52c34c60t61c61c62c63c64c25c65c35c36c66c16r03r21t60d00s02c67c37c53t61c38c39c41c54c55d01c42c43c26s03c27t60d02c44d03d04c45c17c18c46t11t20c47c48c19t10t61c56c57t51c58c59c49c70c71c72c73c74t31c75c76t11c77c78t01w00,8791129695,-12755
lost_in_time,0,c00c01c02c10c11c03r10c12c20c21t21r00c04r01r11c30s00c31c22c05c13r02r20c14c06c32c33c23c15c24r12c34s01c40c50c51c07c52r30c16r03c17c60c61t61c62c63c64c65c66c67c35t20c08d00r21c18c09t60c36c19t21c25s02c53c41t61c42t20c43c26s03d01t60c54c55c37c44d02d03d04t21c45c46t31t61c47c48c49t20c56c57t30t51c58c38c39c70c71c72c27t01t31c73c74c75c76t11c77c78w00,6477974700,-40043
lost_in_time,1,c00c01c02c10c11c03r10c12c20t21c21r00c04r01r11c30c31c13s00c22c05r20r02c32c33c06c23c14c24c15c40c50c51c07s01r30c08c16r03c52c60t61c61c62c09r12c63c64c25r21t60c65c66c67s02c34d00c35c26c53c41c42t61c36c43s03c54d01c44c45t60c46c47c48t20c49c17d02d03d04c55c18c56c37c19c57c38t51c58c59t61c39c70c71c72c73t21c74t11t31c75c76t20c77c78t01c27w00,8901572369,-11590
lost_in_time,0,c00c01c02c10c11c03r10c12r00r01c20c21t21c04r11c30s00c13c31c05c22c14r20r02c06c32c33c23c15c16c24c40s01c50c51c07r30c52c34r03c08c60t61c61c62c63c64r21t60c65c66c09c67c25d00s02t61c35c36r12c53c17c41s03t60c37c42t61c43d01c38c39c54c55c18t20c56c19c57c44t60c45c58c46c47c59d02t51d03c48t21t61c49d04c70t20c71c72c73c74c75c26t31c76t01t11c77c78c27w00,7067408100,-30943
lost_in_time,1,c00c01c02c10c11c03r10c12r00r01c20t21c21r11c04c05c30c31c13s00c22r20c14c15c32c23c33r02c16c24c06c40s01c50c07r03c25c51t20c52t21r30r12c34c60c61c62c08c17c63c64c65c66c09d00c67s02c41c26c18r21t61c19c35c53c36d01s03c37t20s04c38c42c54c39c27c43c44c55t60c45c46t21c47d02d03d04c48t20t61c56c49t60c57c70t51t61c58c59c71c72c73c74t31c75c76t01t11c77c78w00,9925736281,-712
lost_in_time,0,c00c01c02c10c11c03r10c12r00r01c20c21t21c04r11c30s00c13c31c05c22c14r20r02c06c32c33c23c24c15r12c07c40s01c50c51c52r30c34c60c61t61c62c63c64c25c65c66c67r21c08c09c35c36d00t60s02c53t61r03c41c16d01s03c37c38c39c54t20c42c43c44c26c17c18t60c55c45c46c47c19c48c49d02t61d03d04c56c57c27t21t51c58c70c71t20c72c73c74t31c75c76t01t11c77c78w00,6758914185,-36849
lost_in_time,1,c00c01c02c10c11c03r10c12r00r01c20t21c21c04r11c30s00c31c13r02c05r20c22c32c33c06c23c14c24c15c40c50c51c07c08c09s01r30c52c34c16c60t61c61c62r03c63c64r12r21t60c25c65c66s02d00t61c35c67c26c36c17c41s03d01c37c38c39c18c19c27c42c43t20c44c53t60c54c55c45c46c47c48c49d02t61d03d04c56c57t21t51c58c70c71c72t11c73c74t31c75c76t20c77c78t01w00,8605648144,-15853
lost_in_time,0,c00c01c02c10c11c03r10c12r00r01c20c21t21c04r11c30s00c13c31c05c22c14r20r02c06c32c33c23c24c07c40s01c50c51c15r30c52r12d00c34c16c60t61c61c62c25c17c08r03c63c64c35c36r21t60c65c66c09c67s02c18c53c41t61d01c37s03c19c42c43c38c39t20c26t60d02d03d04c54c44t61c45c46c47c48c49c55c56t51c57t21c58c70c71t20c72c73c74t31c75c76t11c77c78t01c27w00,6696517635,-37558
lost_in_time,1,c00c01c02c10c11c03r10c12c20t21c21r00c04r01r11c05c30c31c13s00c22r20r02c32c33c06c23c07c14c08c15c16c24c40s01c50r03c09c51c52r30r12c17c60t61c61c62c63c64r21t60c65c66d00c25c67s02c34c18c19t61c35c36c53c26d01s03s04c41c54c37c42t20t60c38c27c39c55c43c44c45d02t61c46c47d03d04c56t60c48c57t51c58c59c49t61c70c71c72t11c73c74t31c75t21c76t20c77c78t01w00,10193607649,1857
lost_in_time,0,c00c01c02c10c11c03r10c12c20c21t21r00r01r11c04c30s00c13c31c22c05r02r20c14c06c32c33c23c24c40s01c50c51t20c15r30c52c07t21c34c60t61c61c62c63c64c65c66c08c35c36r21c41c09t60c25d00s02c53c16r12c37r03c42c43c17c18c38t61d01d02d03d04s03t20c54c44c19c45c46c47t60c48c49c55t61c56c57c26c58t51c70c71c72c73t01c74t31c75c76t11c77c78c67c27w00,6350925625,-42475
lost_in_time,1,c00c01c02c10c11c03r10c12c20t21c21r00r01r11c04c30c31c13s00c22c05r20r02c32c33c06c23c14c24c15c40c50c51c07c08c09s01r30c52c34c60t61c61c62r03c16c63c64r12r21t20t60c25c65c66c41d00s02c17t61c35c36c26c53c18s03s04c19c27c42c43c54t21c44d01c55t60c37c38c39c45c46c47d02t20d03d04c48c49c70t61c71c72c73c74t31c56c57c58t51c75c76t11t60c77c78t01c67w00,9504137441,-5125
lost_in_time,0,c00c01c02c10c11c03r10c12r00r01c20c21t21c04r11c30s00c13c31c05c22c14r20r02c06c32c33c23c24c15c34c07c40s01c50c51c52r30c53c08c60c61t61c62c63t60c64c65t61c66c16c35c36c41r03r21c25c09t20s02c17r12s03s04c18d00c54c19c42c43c44d01t60c55c45c46c47d02d03c48t61c49d04c56c57t60c37c38t21c58t51t61c70c71t20c39c72t31c73c74c75c76t11c77t60c78t01c26c27w00,7537987504,-25447
lost_in_time,1,c00c01c02c10c11c03r10c12r00r01c20t21c21c04r11c30s00c31c13c05c22r20r02c32c33c14c23c15c16c06c40s01c50c51c24r30c07c08c52c34c60t61c61c62r03r12c63c64c09r21t60c25c65c66c67s02t61c35c17d00c36c41c37t20s03c38c39c53c54c42t21c43c44d01c55t20c56c26c57t60c18c45c46c47c19c27c48c49d02d03t21d04t51c58c59t61c70t20c71c72c73c74t31c75c76t11c77c78t01w00,8960811901,-10965
lost_in_time,0,c00c01c02c10c11c03r10c12r00r01c20t21c21c04r11c05c30c13c31s00c22c14r20r02c06c32c33c23c15c16c07c24c40s01c50c51c52r30c34r12c60t61c61c62c63c64c25t60c65c66r03c67c41s02c08d00r21c17c09c53c42t61c35c36c18c43d01t20s03c37c38c39c26c19c54c44d02d03t21t60c45c46c47d04c55c48t20t61c56t51c57c58c49c70c71c72c73c74t31c75c76t01t11t60c77c78c27w00,6746039155,-36995
lost_in_time,1,c00c01c02c10c11c03r10c12r00r01c20t21c21c04r11c30s00c31c13c05c22r20r02c32c33c06c23c14c24c15c40c50c51c07c08s01r30c52c34c60t61c61c62c09r03r12c63c64r21t60c25c65c66s02t61c16c35d00c67c26c36c41c42c43s03c17c18c19c44t60c53c37d01d02d03d04c45c46c47c48t20c49t61c54c27c38c70c71t21c72t20c73c74c75c55t31c76t51c77c78c56t11c57c58t01w00,8191939874,-21046
lost_in_time,0,c00c01c02c10c11c03r10c12r00r01c20t21c21c04r11c05c30c13c31s00c22c14r20r02c06c32c33c23c24c07c40s01c50c51c15r30c52c34c16c60t61c61c62c63c64c25c65c66r21c08c35t60c09c67s02c36t61c37c38c39d00c53c54c41r03r12c17c26c42c43s03c18d01c44t60d02t20d03c55c45c46c47c48t61c49c19c27d04t21c56c57c70c58t20t60c71c72c59t51c73c74t31t61c75c76t01t11c77c78w00,6700860899,-34811
lost_in_time,1,c00c01c02c10c11c03r10c12r00r01c20t21c21c04r11c30s00c31r02c05c13r20c22c32c33c23c06c14c24c15c40c50c51c07s01r30c08r03c52r12c60c61t61c62c16c63c64r21t60c09c65c17c25c34c66c41s02d00c53c35c36t61c54c67t20c37c38c39c26c18s03c27c55c19c42c43t60c44d01c45c46d02d03c47t21c48c49d04c56t51c57t61c58c59c70t20c71c72c73c74t11t31c75c76c77c78t01w00,8890717273,-11704
lost_in_time,0,c00c01c02c10c11c03r10c12r00r01c20c21t21c04r11c30s00c13c31c05c22c14r20r02c06c32c33c23c24c15c07c40s01c50c51r30c52c34c16r12c60t61c61c62c08c63c64r21t60c09c65c66c67c25d00s02r03t61c35c36c17c53c41s03d01c37c38c39c18c54t20c19c55c56c57c26t60c42c58c43c44c45d02t21c46d03t51d04c59c47t20c48t61c49c70c71c72c73c74t31c75t01c76t11c77c78c27w00,7088420342,-30721
lost_in_time,1,c00c01c02c10c11c03r10c12c20t21c21r00r01r11c04c30c31c13s00c22c05r20r02c32c33c06c23c14c24c15c40c50c51s01t20r30c07c52t21c34c16c60c61t61c62c25c08c09r03c63c64r21c35t60c65c36c66c41s02t20t61c53c17s03s04c54d00c37r12c38c42c43c44d01t60c55c56c18c57c19c45t21c26c58c46c47t61c48d02d03t20d04d05c49t51c70c71c72c73c74t31c75c76t11c77c78t01c27c67w00,9890739771,-1040
lost_in_time,0,c00c01c02c10c11c03r10c12r00r01c20t21c21c04r11c30s00c13c31c05c22c14r20r02c06c32c33c23c15c16c24c07c40s01c50c51c52r30c34c60c61t61c62c63c64c25c65c66c08r21t60c09c67d00s02c53t61c35r12r03c36c17c41t20s03c37c38c39c26t21d01c54t60c55c18c42c43d02t20t61c56c57c58c44t60c45d03c46c47c48c19t21t51d04c59t61c49c70c71c72t20c73c74t11t31c75c76t01c77c78c27w00,7064877124,-30970
lost_in_time,1,c00c01c02c10c11c03r10c12r00r01c20t21c21c04r11c30s00c31c13r02c05r20c22c32c33c06c23c14c24c15c40c50c51c07c08c09r03s01c52r30c16r12c60c61c62t61c63c64c25r21t60c65c66c67d00s02c34c17c26c35t61c18c36c53c41s03c42c43c54c19d01c44c27c37t20c38c39t60d02d03d04c45c46c47c48t61c49c55c56t51c57t21c58c70c71c72c73c74t20t31c75t11c76c77c78t01w00,8590435889,-16026
lost_in_time,0,c00c01c02c10c11c03r10c12r00r01c20c21t21c04r11c05c30c13c31s00c22c14r20r02c06c32c33c23c24c07c40s01c50c51c15r30c52c34c16c60t61c61c62c63c64c65c66c17c35c36c41r21t60c25s02c08c09d00c53r12d01c37c42t61r03c38c39c43c54c55c18s03c19t20d02d03d04c56c44c57c45c46c58t51t60c47c48t61c49c70c71c72c73c74c75c26t31c76t01t11c77t60c78c27w00,6577379554,-38913
lost_in_time,1,c00c01c02c10c11c03r10c12r00r01c20t21c21c04r11c30s00c31c13c05c22r20r02c32c33c14c23c15c16c24c06c40s01c50c51r30c07c34c52r03c08c60t20c61c62t61c63c64c09c35c36c25c65c66r21t60d00s02t61c17c26r12d01s03s04c37c38c39c41c42c43c44t21c53c54c18c19t60c45d02t20c46c47d03d04c48t61c55c56c57c58t51c49c70c71c72c73c74t31c75t21c76t11t20t60c77c78t01c59c67c27w00,10047825647,458
lost_in_time,0,c00c01c02c10c11c03r10c12r00r01c20c21t21c04r11c30s00c13c31c05c22c14r20r02c06c32c33c23c24c15c07c40s01c50c51r30c52c34c08c60c61t61c62c63c64c09c25c65c66c16r21r12c35t60c67s02c36c41c37t61c17c38c39d00c18c19r03c53c26d01s03c54c55c42c43t20c56c44c57c58t60c45c46c47c48c49d02d03d04t51c59c70t61c71c72c73t31c74c75t21c76t11t20c77c78t01c27w00,6963017149,-32044
lost_in_time,1,c00c01c02c10c11c03r10c12c20t21c21r00r01r11c04c30c31c13s00c22c05r20r02c32c33c06c23c14c24c15c40c50c51c07c08c09s01r30c52c34c16c60t61c61c62r03c63c64r12c35c36r21t60c65c66c25d00s02c17c26t61c67c41c37s03c38c39c53d01c18c54c19c27c42c43c44c55t60c45c46c47t20d02d03d04c56t51c57c58c59c48t61c49c70t11c71t21c72c73c74t31c75c76t20c77c78t01w00,9050000987,-10023
lost_in_time,0,c00c01c02c10c11c03r10c12r00r01c20c21t21c04r11c30s00c13c31c05c22c14r20r02c06c32c33c23c24c34c07c40s01c50c51c15c52r30c53c60c61c62t61c63c64r21c65c66c08c35t60c36c09c41c25d00s02r03c16r12t61c17c54d01c37s03c42t20c43c38c39c55c56c18t60c19c57c26c44c58c45d02d03d04c46t51c59c47c48t61c49c70c71c72t11c73c74t31c75t01t21c76t20c77c78c67c27w00,6818768074,-33566
lost_in_time,1,c00c01c02c10c11c03r10c12r00r01c20t21c21r11c04c30s00c31c13c05c22r20r02c32c33c14c23c15c16c06c40s01c50c07c08c09c51c24r30c52r12r03c60t61c61c62c63c64r21t60c65c66c25c67d00s02c34t61c35c36c53c41s03c54c55c17d01c26c56c57c42t60c43c44c18c27c19d02t20c37d03c45c46c47d04c38c39c48c49t51c58c59t61c70c71c72c73t21c74t01t20t31c75c76t11c77c78w00,8842086641,-12217
lost_in_time,0,c00c01c02c10c11c03r10c12r00r01c20t21c21c04r11c05c30c13c31s00c22c14r20r02c06c32c33c23c15c16c24c07c40s01c50c51c52r30c34r12c60t61c61c62c08c63c64t60c09c65c66c67c25d00s02t61c35c36r03c41r21c17c53c26s03c42c43d01c54t60c55c37c18t20c38c39c19d02d03d04c44t61c45c46t60c47c48c49t61c56c57t51c58c70c71t21c72c73c74t20t31c75c76t11c77c78t01c27w00,6804092133,-36335
lost_in_time,1,c00c01c02c10c11c03r10c12r00r01c20t21c21c04r11c30s00c31c13c05c22r20r02c32c33c06c23c14c24c15c40c50c51s01r30c34c35c16c36c52c07s02c60c61t61c62c08c63t60c64c09c65c66r03c25r12d00c37c67r21c26c17c18c19t61c53c41c42c43s03d01c38c44c45t20t60c46c47c48c49c54d02d03d04t61c27c55c56c57c58t51c70c71c72t21c73c74t11t31c75c76t20c77c78t01d05w00,8586090330,-14812
